Lykill;Póstnúmer;Heiti_nf;Heiti_thgf
1;101;Aðalstræti;Aðalstræti
2;101;Amtmannsstígur;Amtmannsstíg
3;101;Aragata;Aragötu
24649;101;Austurbakki;Austurbakka
4;101;Austurbugt;Austurbugt
22766;101;Austurbæjarskóli;Austurbæjarskóla
5;101;Austurstræti;Austurstræti
6;101;Ánanaust;Ánanaustum
8;101;Ásvallagata;Ásvallagötu
9;101;Bakkastígur;Bakkastíg
10;101;Baldursgata;Baldursgötu
11;101;Bankastræti;Bankastræti
12;101;Barónsstígur;Barónsstíg
13;101;Bauganes;Bauganesi
14;101;Baugatangi;Baugatanga
15;101;Bárugata;Bárugötu
16;101;Bergstaðastræti;Bergstaðastræti
17;101;Bergþórugata;Bergþórugötu
18;101;Bjargarstígur;Bjargarstíg
19;101;Bjarkargata;Bjarkargötu
20;101;Bjarnarstígur;Bjarnarstíg
21;101;Blómvallagata;Blómvallagötu
22;101;Bókhlöðustígur;Bókhlöðustíg
23;101;Bragagata;Bragagötu
28;101;Brattagata;Bröttugötu
24;101;Brávallagata;Brávallagötu
25;101;Brekkustígur;Brekkustíg
26;101;Brunnstígur;Brunnstíg
27;101;Bræðraborgarstígur;Bræðraborgarstíg
29;101;Drafnarstígur;Drafnarstíg
30;101;Eggertsgata;Eggertsgötu
31;101;Egilsgata;Egilsgötu
32;101;Einarsnes;Einarsnesi
33;101;Eiríksgata;Eiríksgötu
34;101;Eyjarslóð;Eyjarslóð
35;101;Faxagata;Faxagötu
36;101;Faxaskáli;Faxaskála
37;101;Fáfnisnes;Fáfnisnesi
38;101;Fischersund;Fischersundi
39;101;Fiskislóð;Fiskislóð
40;101;Fjólugata;Fjólugötu
41;101;Fjölnisvegur;Fjölnisvegi
21070;101;Fluggarðar;Fluggörðum
21071;101;Flugskýli;Flugskýli
42;101;Flugvallarvegur;Flugvallarvegi
43;101;Fossagata;Fossagötu
45;101;Frakkastígur;Frakkastíg
46;101;Framnesvegur;Framnesvegi
47;101;Freyjugata;Freyjugötu
48;101;Fríkirkjuvegur;Fríkirkjuvegi
49;101;Garðastræti;Garðastræti
50;101;Geirsgata;Geirsgötu
24472;101;Gimli;Gimli
51;101;Gnitanes;Gnitanesi
24292;101;Góugata;Góugata
52;101;Grandagarður;Grandagarði
53;101;Grettisgata;Grettisgötu
54;101;Grjótagata;Grjótagötu
55;101;Grófin;Grófinni
56;101;Grundarstígur;Grundarstíg
57;101;Haðarstígur;Haðarstíg
22454;101;Hafnarhvol;Hafnarhvoli
58;101;Hafnarstræti;Hafnarstræti
59;101;Hallveigarstígur;Hallveigarstíg
23003;101;Háskóli Íslands;Háskóli Íslands
60;101;Hávallagata;Hávallagötu
61;101;Hellusund;Hellusundi
24408;101;Hlíðarendi;Hlíðarenda
63;101;Hofsvallagata;Hofsvallagötu
64;101;Holtsgata;Holtsgötu
65;101;Hólatorg;Hólatorgi
66;101;Hólavallagata;Hólavallagötu
67;101;Hólmaslóð;Hólmaslóð
22455;101;Hótel Loftleiðir;Hótel Loftleiðum
68;101;Hrannarstígur;Hrannarstíg
69;101;Hringbraut;Hringbraut
22340;101;Hringbraut Gamli Garður;Hringbraut Gamla Garði
71;101;Hverfisgata;Hverfisgötu
72;101;Hörpugata;Hörpugötu
73;101;Ingólfsstræti;Ingólfsstræti
74;101;Ingólfstorg;Ingólfstorgi
75;101;Kalkofnsvegur;Kalkofnsvegi
76;101;Kárastígur;Kárastíg
77;101;Kirkjugarðsstígur;Kirkjugarðsstíg
78;101;Kirkjustræti;Kirkjustræti
79;101;Kirkjutorg;Kirkjutorgi
80;101;Klapparstígur;Klapparstíg
24798;101;Lagargata;Lagargötu
22460;101;Landspítali;Landspítala
21075;101;Landspítali Geðdeild;Landspítala Geðdeild
22341;101;Landspítali næringastöð;Landspítala næringastöð
81;101;Laufásvegur;Laufásvegi
22342;101;Laufásvegur Hlíðarendi;Laufásvegi Hlíðarenda
82;101;Laugavegur;Laugavegi
83;101;Leifsgata;Leifsgötu
84;101;Lindargata;Lindargötu
85;101;Ljósvallagata;Ljósvallagötu
86;101;Lokastígur;Lokastíg
87;101;Lækjargata;Lækjargötu
24439;101;Lækjartorg;Lækjartorgi
88;101;Marargata;Marargötu
24440;101;Menntavegur;Menntavegi
89;101;Miðstræti;Miðstræti
90;101;Mímisvegur;Mímisvegi
91;101;Mjóstræti;Mjóstræti
92;101;Mýrargata;Mýrargötu
93;101;Nauthólsvegur;Nauthólsvegi
94;101;Njarðargata;Njarðargötu
95;101;Njálsgata;Njálsgötu
96;101;Norðurgarður;Norðurgarði
97;101;Norðurstígur;Norðurstíg
21077;101;Norræna Húsið;Norræna Húsinu
98;101;Nýlendugata;Nýlendugötu
99;101;Nönnugata;Nönnugötu
100;101;Oddagata;Oddagötu
101;101;Óðinsgata;Óðinsgötu
102;101;Pósthússtræti;Pósthússtræti
24672;101;Ráðhúsið;Ráðhúsinu
103;101;Ránargata;Ránargötu
104;101;Reykjavíkurflugvöllur;Reykjavíkurflugvelli
105;101;Reykjavíkurvegur;Reykjavíkurvegi
106;101;Seljavegur;Seljavegi
107;101;Sjafnargata;Sjafnargötu
108;101;Skálholtsstígur;Skálholtsstíg
109;101;Skeljanes;Skeljanesi
110;101;Skeljatangi;Skeljatanga
111;101;Skerplugata;Skerplugötu
112;101;Skildinganes;Skildinganesi
113;101;Skildingatangi;Skildingatanga
114;101;Skothúsvegur;Skothúsvegi
8081;101;Skólabrú;Skólabrú
116;101;Skólastræti;Skólastræti
117;101;Skólavörðuholt;Skólavörðuholti
118;101;Skólavörðustígur;Skólavörðustíg
119;101;Skuggasund;Skuggasundi
120;101;Skúlagata;Skúlagötu
23170;101;Skýli 36;Skýli 36
121;101;Smáragata;Smáragötu
122;101;Smiðjustígur;Smiðjustíg
123;101;Sóleyjargata;Sóleyjargötu
124;101;Sólvallagata;Sólvallagötu
125;101;Spítalastígur;Spítalastíg
126;101;Sturlugata;Sturlugötu
22343;101;Sturlugata Odda;Sturlugötu Odda
127;101;Stýrimannastígur;Stýrimannastíg
128;101;Suðurgata;Suðurgötu
129;101;Sæmundargata;Sæmundargötu
130;101;Sölvhólsgata;Sölvhólsgötu
131;101;Templarasund;Templarasundi
22344;101;Thorvaldsenstræti;Thorvaldsenstræti
132;101;Tjarnargata;Tjarnargötu
133;101;Tryggvagata;Tryggvagötu
22345;101;Tryggvagata Hafnarbúð;Tryggvagötu Hafnarbúð
22346;101;Tryggvagata Hafnarhvammi;Tryggvagötu Hafnarhvammi
134;101;Túngata;Túngötu
135;101;Týsgata;Týsgötu
136;101;Unnarstígur;Unnarstíg
137;101;Urðarstígur;Urðarstíg
22844;101;Vallarstræti;Vallarstræti
138;101;Vatnsmýrarvegur;Vatnsmýrarvegi
139;101;Vatnsstígur;Vatnsstíg
140;101;Vegamótastígur;Vegamótastíg
141;101;Veghúsastígur;Veghúsastíg
142;101;Veltusund;Veltusundi
22767;101;Verbúð;Verbúð
143;101;Vesturgata;Vesturgötu
144;101;Vesturvallagata;Vesturvallagötu
145;101;Vitastígur;Vitastíg
146;101;Vonarstræti;Vonarstræti
147;101;Þingholtsstræti;Þingholtsstræti
148;101;Þjórsárgata;Þjórsárgötu
149;101;Þorfinnsgata;Þorfinnsgötu
150;101;Þorragata;Þorragötu
151;101;Þórsgata;Þórsgötu
152;101;Ægisgarður;Ægisgarði
153;101;Ægisgata;Ægisgötu
154;101;Öldugata;Öldugötu
155;101;Örfirisey;Örfirisey
156;101;Öskjuhlíð;Öskjuhlíð
157;103;Efstaleiti;Efstaleiti
158;103;Háaleitisbraut;Háaleitisbraut
159;103;Hvassaleiti;Hvassaleiti
160;103;Kringlan;Kringlunni
161;103;Listabraut;Listabraut
162;103;Miðleiti;Miðleiti
163;103;Neðstaleiti;Neðstaleiti
164;103;Ofanleiti;Ofanleiti
24434;103;Skógarvegur;Skógarvegi
165;103;Sléttuvegur;Sléttuvegi
166;104;Austurbrún;Austurbrún
167;104;Álfheimar;Álfheimum
168;104;Ásvegur;Ásvegi
169;104;Barðavogur;Barðavogi
170;104;Brákarsund;Brákarsundi
171;104;Brúarvogur;Brúarvogi
172;104;Brúnavegur;Brúnavegi
23008;104;Bústaður;Bústað
173;104;Dragavegur;Dragavegi
174;104;Drekavogur;Drekavogi
175;104;Dugguvogur;Dugguvogi
176;104;Dyngjuvegur;Dyngjuvegi
177;104;Efstasund;Efstasundi
178;104;Eikjuvogur;Eikjuvogi
179;104;Elliðavogur;Elliðavogi
180;104;Engjavegur;Engjavegi
181;104;Ferjuvogur;Ferjuvogi
182;104;Gelgjutangi;Gelgjutanga
183;104;Glaðheimar;Glaðheimum
184;104;Gnoðarvogur;Gnoðarvogi
185;104;Goðheimar;Goðheimum
186;104;Hjallavegur;Hjallavegi
187;104;Hlunnavogur;Hlunnavogi
23134;104;Holtabakki;Holtabakka
22175;104;Holtagarðar;Holtagörðum
188;104;Holtavegur;Holtavegi
22349;104;Hólmasund;Hólmasundi
189;104;Hólsvegur;Hólsvegi
24367;104;Hrafnista;Hrafnistu
190;104;Jökulgrunn;Jökulgrunni
191;104;Kambsvegur;Kambsvegi
192;104;Karfavogur;Karfavogi
21053;104;Kjalarvogur;Kjalarvogi
193;104;Kleifarvegur;Kleifarvegi
194;104;Kleppsmýrarvegur;Kleppsmýrarvegi
23018;104;Kleppsskaft;Kleppskafti
195;104;Kleppsvegur;Kleppsvegi
21086;104;Kleppur;Kleppi
196;104;Klettagarðar;Klettagörðum
197;104;Knarrarvogur;Knarrarvogi
198;104;Korngarðar;Korngörðum
22382;104;Kænuvogur;Kænuvog
22763;104;Köllunarklettsvegur;Köllunarklettsvegi
199;104;Langholtsvegur;Langholtsvegi
200;104;Laugarás;Laugarási
201;104;Laugarásvegur;Laugarásvegi
202;104;Laugardalur;Laugardal
203;104;Ljósheimar;Ljósheimum
204;104;Múlavegur;Múlavegi
205;104;Njörvasund;Njörvasundi
206;104;Norðurbrún;Norðurbrún
207;104;Nökkvavogur;Nökkvavogi
208;104;Selvogsgrunn;Selvogsgrunni
209;104;Sigluvogur;Sigluvogi
24423;104;Skarfabakki;Skarfabakka
24510;104;Skarfagarðar;Skarfagörðum
210;104;Skeiðarvogur;Skeiðarvogi
211;104;Skipasund;Skipasundi
212;104;Skútuvogur;Skútuvogi
213;104;Snekkjuvogur;Snekkjuvogi
214;104;Sólheimar;Sólheimum
215;104;Sporðagrunn;Sporðagrunni
22176;104;Suðurlandsbraut;Suðurlandsbraut
23136;104;Sundabakki;Sundabakka
216;104;Sundaborg;Sundaborg
217;104;Sundagarðar;Sundagörðum
218;104;Sunnuvegur;Sunnuvegi
219;104;Súðarvogur;Súðarvogi
22641;104;Sægarðar;Sægörðum
220;104;Sæviðarsund;Sæviðarsundi
221;104;Tranavogur;Tranavogi
222;104;Vatnagarðar;Vatnagörðum
223;104;Vesturbrún;Vesturbrún
224;104;Viðey;Viðey
225;105;Auðarstræti;Auðarstræti
226;105;Ásholt;Ásholti
227;105;Barmahlíð;Barmahlíð
228;105;Beykihlíð;Beykihlíð
229;105;Birkihlíð;Birkihlíð
230;105;Blönduhlíð;Blönduhlíð
231;105;Bogahlíð;Bogahlíð
232;105;Bolholt;Bolholti
233;105;Bollagata;Bollagötu
234;105;Borgartún;Borgartúni
235;105;Bólstaðarhlíð;Bólstaðarhlíð
236;105;Brautarholt;Brautarholti
237;105;Brekkulækur;Brekkulæk
24801;105;Bríetartún;Bríetartúni
238;105;Bugðulækur;Bugðulæk
239;105;Dalbraut;Dalbraut
240;105;Drápuhlíð;Drápuhlíð
241;105;Einholt;Einholti
242;105;Engihlíð;Engihlíð
243;105;Engjateigur;Engjateigi
244;105;Eskihlíð;Eskihlíð
245;105;Flókagata;Flókagötu
21093;105;Fossvogur;Fossvogi
246;105;Grettisgata;Grettisgötu
247;105;Grænahlíð;Grænuhlíð
248;105;Guðrúnargata;Guðrúnargötu
24803;105;Guðrúnartún;Guðrúnartúni
249;105;Gullteigur;Gullteigi
250;105;Gunnarsbraut;Gunnarsbraut
251;105;Hamrahlíð;Hamrahlíð
255;105;Háahlíð;Háuhlíð
252;105;Háaleitisbraut;Háaleitisbraut
22768;105;Háteigskirkja;Háteigskirkju
253;105;Háteigsvegur;Háteigsvegi
254;105;Hátún;Hátúni
256;105;Héðinsgata;Héðinsgötu
257;105;Hjálmholt;Hjálmholti
258;105;Hlemmtorg;Hlemmtorgi
21096;105;Hlemmur;Hlemmi
23133;105;Hlíðarskóli;Hlíðarskóla
259;105;Hofteigur;Hofteigi
260;105;Hraunteigur;Hraunteigi
261;105;Hrefnugata;Hrefnugötu
263;105;Hrísateigur;Hrísateigi
264;105;Hverfisgata;Hverfisgötu
24420;105;Höfðatorg;Höfðatorgi
265;105;Höfðatún;Höfðatúni
266;105;Hörgshlíð;Hörgshlíð
267;105;Karlagata;Karlagötu
24793;105;Katrínartún;Katrínartúni
268;105;Kirkjusandur;Kirkjusandi
269;105;Kirkjuteigur;Kirkjuteigi
270;105;Kjartansgata;Kjartansgötu
271;105;Kleppsvegur;Kleppsvegi
280;105;Langahlíð;Lönguhlíð
273;105;Laugalækur;Laugalæk
274;105;Laugarnestangi;Laugarnestanga
275;105;Laugarnesvegur;Laugarnesvegi
276;105;Laugateigur;Laugateigi
277;105;Laugavegur;Laugavegi
278;105;Leirulækur;Leirulæk
279;105;Lerkihlíð;Lerkihlíð
281;105;Mánagata;Mánagötu
22714;105;Mánatún;Mánatúni
282;105;Mávahlíð;Mávahlíð
283;105;Meðalholt;Meðalholti
284;105;Miðtún;Miðtúni
285;105;Miklabraut;Miklubraut
286;105;Mjóahlíð;Mjóuhlíð
22179;105;Mjölnisholt;Mjölnisholti
288;105;Njálsgata;Njálsgötu
289;105;Nóatún;Nóatúni
290;105;Otrateigur;Otrateigi
23017;105;Rauðahúsið v/Suðurhlíð;Rauðahúsinu v/Suðurhlíð
291;105;Rauðalækur;Rauðalæk
292;105;Rauðarárstígur;Rauðarárstíg
293;105;Reykjahlíð;Reykjahlíð
294;105;Reykjavegur;Reykjavegi
295;105;Reynihlíð;Reynihlíð
296;105;Samtún;Samtúni
297;105;Sigtún;Sigtúni
298;105;Silfurteigur;Silfurteigi
299;105;Skaftahlíð;Skaftahlíð
300;105;Skarphéðinsgata;Skarphéðinsgötu
301;105;Skeggjagata;Skeggjagötu
302;105;Skipholt;Skipholti
115;105;Skógarhlíð;Skógarhlíð
303;105;Skúlagata;Skúlagötu
304;105;Skúlatún;Skúlatúni
305;105;Snorrabraut;Snorrabraut
23016;105;Sólbakki;Sólbakka
306;105;Sóltún;Sóltúni
307;105;Stakkahlíð;Stakkahlíð
308;105;Stakkholt;Stakkholti
309;105;Stangarholt;Stangarholti
310;105;Stigahlíð;Stigahlíð
311;105;Stórholt;Stórholti
21052;105;Stúfholt;Stúfholti
312;105;Suðurhlíð;Suðurhlíð
313;105;Sundlaugavegur;Sundlaugavegi
314;105;Sætún;Sætúni
315;105;Úthlíð;Úthlíð
316;105;Vatnsholt;Vatnsholti
317;105;Vesturgarðar;Vesturgörðum
318;105;Vesturhlíð;Vesturhlíð
319;105;Víðihlíð;Víðihlíð
320;105;Vífilsgata;Vífilsgötu
24802;105;Þórunnartún;Þórunnartúni
321;105;Þverholt;Þverholti
322;107;Aflagrandi;Aflagranda
323;107;Arnargata;Arnargötu
324;107;Arngrímsgata;Arngrímsgötu
325;107;Álagrandi;Álagranda
327;107;Bárugrandi;Bárugranda
328;107;Birkimelur;Birkimel
329;107;Boðagrandi;Boðagranda
24474;107;Brynjólfsgata;Brynjólfsgata
330;107;Dunhagi;Dunhaga
331;107;Einimelur;Einimel
332;107;Faxaskjól;Faxaskjóli
333;107;Fálkagata;Fálkagötu
334;107;Fjörugrandi;Fjörugranda
335;107;Flyðrugrandi;Flyðrugranda
336;107;Fornhagi;Fornhaga
337;107;Frostaskjól;Frostaskjóli
338;107;Furumelur;Furumel
22704;107;Garðar (við Ægissíðu);Garðar (við Ægissíðu)
339;107;Granaskjól;Granaskjóli
340;107;Grandavegur;Grandavegi
341;107;Grenimelur;Grenimel
342;107;Grímshagi;Grímshaga
343;107;Hagamelur;Hagamel
344;107;Hagatorg;Hagatorgi
345;107;Hjarðarhagi;Hjarðarhaga
346;107;Hofsvallagata;Hofsvallagötu
347;107;Hringbraut;Hringbraut
348;107;Kaplaskjólsvegur;Kaplaskjólsvegi
349;107;Keilugrandi;Keilugranda
351;107;Kvisthagi;Kvisthaga
24310;107;Lambhóll;Lambhóli
352;107;Lágholtsvegur;Lágholtsvegi
353;107;Lynghagi;Lynghaga
354;107;Meistaravellir;Meistaravöllum
22769;107;Melaskóli;Melaskóla
355;107;Melhagi;Melhaga
356;107;Neshagi;Neshaga
357;107;Nesvegur;Nesvegi
358;107;Rekagrandi;Rekagranda
359;107;Reynimelur;Reynimel
360;107;Seilugrandi;Seilugranda
361;107;Skeljagrandi;Skeljagranda
362;107;Smyrilsvegur;Smyrilsvegi
363;107;Starhagi;Starhaga
364;107;Sörlaskjól;Sörlaskjóli
365;107;Tómasarhagi;Tómasarhaga
366;107;Víðimelur;Víðimel
21103;107;Þormóðsstaðarvegur;Þormóðsstaðarvegi
367;107;Þrastargata;Þrastargötu
368;107;Ægisíða;Ægisíðu
369;107;Öldugrandi;Öldugranda
370;108;Aðalland;Aðallandi
371;108;Akraland;Akralandi
372;108;Akurgerði;Akurgerði
373;108;Austurgerði;Austurgerði
374;108;Áland;Álandi
375;108;Álfaland;Álfalandi
376;108;Álftaland;Álftalandi
377;108;Álftamýri;Álftamýri
378;108;Ánaland;Ánalandi
379;108;Árland;Árlandi
380;108;Ármúli;Ármúla
381;108;Ásendi;Ásenda
382;108;Ásgarður;Ásgarði
383;108;Bakkagerði;Bakkagerði
384;108;Básendi;Básenda
386;108;Bjarmaland;Bjarmalandi
387;108;Bleikargróf;Bleikargróf
388;108;Blesugróf;Blesugróf
389;108;Borgargerði;Borgargerði
390;108;Brautarland;Brautarlandi
391;108;Breiðagerði;Breiðagerði
392;108;Brekkugerði;Brekkugerði
393;108;Brúnaland;Brúnalandi
394;108;Búðagerði;Búðagerði
395;108;Búland;Búlandi
21047;108;Bústaðablettur;Bústaðabletti
23386;108;Bústaðakirkja;Bústaðakirkju
396;108;Bústaðavegur;Bústaðavegi
397;108;Byggðarendi;Byggðarenda
398;108;Dalaland;Dalalandi
399;108;Efstaland;Efstalandi
400;108;Espigerði;Espigerði
401;108;Faxafen;Faxafeni
402;108;Fákafen;Fákafeni
403;108;Fellsmúli;Fellsmúla
21048;108;Fossvogsblettur;Fossvogsbletti
21117;108;Fossvogsvegur;Fossvogsvegi
405;108;Furugerði;Furugerði
406;108;Garðsendi;Garðsenda
407;108;Gautland;Gautlandi
408;108;Geitland;Geitlandi
409;108;Giljaland;Giljalandi
410;108;Goðaland;Goðalandi
411;108;Grensásvegur;Grensásvegi
412;108;Grundargerði;Grundargerði
413;108;Grundarland;Grundarlandi
414;108;Haðaland;Haðalandi
415;108;Hallarmúli;Hallarmúla
416;108;Hamarsgerði;Hamarsgerði
417;108;Háagerði;Háagerði
418;108;Háaleitisbraut;Háaleitisbraut
419;108;Heiðargerði;Heiðargerði
420;108;Helluland;Hellulandi
421;108;Hjallaland;Hjallalandi
422;108;Hlíðargerði;Hlíðargerði
423;108;Hlyngerði;Hlyngerði
424;108;Hólmgarður;Hólmgarði
425;108;Hulduland;Huldulandi
426;108;Hvammsgerði;Hvammsgerði
427;108;Hæðargarður;Hæðargarði
428;108;Hörðaland;Hörðalandi
429;108;Jöldugróf;Jöldugróf
430;108;Kelduland;Keldulandi
431;108;Kjalarland;Kjalarlandi
432;108;Kjarrvegur;Kjarrvegi
433;108;Klifvegur;Klifvegi
434;108;Kúrland;Kúrlandi
435;108;Kvistaland;Kvistalandi
22985;108;Landsspítali Sjúkrahús Fossvogi;Landsspítali Sjúkrahús Fossvogi
436;108;Langagerði;Langagerði
437;108;Lágmúli;Lágmúla
438;108;Láland;Lálandi
439;108;Litlagerði;Litlagerði
440;108;Ljósaland;Ljósalandi
441;108;Logaland;Logalandi
442;108;Markarvegur;Markarvegi
443;108;Markland;Marklandi
444;108;Melgerði;Melgerði
446;108;Mosgerði;Mosgerði
447;108;Mörkin;Mörkinni
449;108;Rauðagerði;Rauðagerði
22461;108;Rauðgerði;Rauðgerði
23385;108;Réttarholtsskóli;Réttarholtsskóla
450;108;Réttarholtsvegur;Réttarholtsvegi
451;108;Safamýri;Safamýri
452;108;Seljaland;Seljalandi
453;108;Seljugerði;Seljugerði
21049;108;Selmúli;Selmúla
454;108;Síðumúli;Síðumúla
21125;108;Sjúkrahús Reykjavíkur;Sjúkrahúsi Reykjavíkur
455;108;Skálagerði;Skálagerði
456;108;Skeifan;Skeifunni
457;108;Skógargerði;Skógargerði
458;108;Snæland;Snælandi
459;108;Sogavegur;Sogavegi
460;108;Starmýri;Starmýri
461;108;Steinagerði;Steinagerði
462;108;Stjörnugróf;Stjörnugróf
463;108;Stóragerði;Stóragerði
464;108;Suðurlandsbraut;Suðurlandsbraut
465;108;Sævarland;Sævarlandi
466;108;Teigagerði;Teigagerði
467;108;Traðarland;Traðarlandi
468;108;Tunguvegur;Tunguvegi
469;108;Undraland;Undralandi
470;108;Vegmúli;Vegmúla
471;108;Viðjugerði;Viðjugerði
472;108;Vogaland;Vogalandi
473;109;Akrasel;Akraseli
474;109;Arnarbakki;Arnarbakka
475;109;Álfabakki;Álfabakka
476;109;Árskógar;Árskógum
477;109;Bakkasel;Bakkaseli
478;109;Bláskógar;Bláskógum
479;109;Blöndubakki;Blöndubakka
480;109;Breiðholtsvegur;Breiðholtsvegi
481;109;Brekkusel;Brekkuseli
482;109;Brúnastekkur;Brúnastekk
483;109;Dalsel;Dalseli
484;109;Dvergabakki;Dvergabakka
485;109;Dynskógar;Dynskógum
486;109;Engjasel;Engjaseli
487;109;Eyjabakki;Eyjabakka
488;109;Fálkabakki;Fálkabakka
489;109;Ferjubakki;Ferjubakka
490;109;Fífusel;Fífuseli
491;109;Fjarðarsel;Fjarðarseli
492;109;Fljótasel;Fljótaseli
493;109;Flúðasel;Flúðaseli
494;109;Fornistekkur;Fornastekk
495;109;Fremristekkur;Fremristekk
496;109;Geitastekkur;Geitastekk
497;109;Giljasel;Giljaseli
498;109;Gilsárstekkur;Gilsárstekk
23151;109;Gilsbakki;Gilsbakka
499;109;Gljúfrasel;Gljúfraseli
500;109;Grjótasel;Grjótaseli
501;109;Grófarsel;Grófarseli
502;109;Grýtubakki;Grýtubakka
503;109;Hagasel;Hagaseli
504;109;Hálsasel;Hálsaseli
505;109;Heiðarsel;Heiðarseli
506;109;Hjallasel;Hjallaseli
507;109;Hjaltabakki;Hjaltabakka
508;109;Hléskógar;Hléskógum
509;109;Hnjúkasel;Hnjúkaseli
510;109;Holtasel;Holtaseli
511;109;Hólastekkur;Hólastekk
512;109;Hólmasel;Hólmaseli
513;109;Hryggjarsel;Hryggjarseli
21134;109;Hverfisgata;Hverfisgötu
514;109;Hæðarsel;Hæðarseli
515;109;Írabakki;Írabakka
516;109;Jafnasel;Jafnaseli
517;109;Jakasel;Jakaseli
518;109;Jórusel;Jóruseli
519;109;Jöklasel;Jöklaseli
520;109;Jörfabakki;Jörfabakka
521;109;Kaldasel;Kaldaseli
522;109;Kambasel;Kambaseli
523;109;Kleifarsel;Kleifarseli
524;109;Klyfjasel;Klyfjaseli
525;109;Kóngsbakki;Kóngsbakka
526;109;Kögursel;Kögurseli
23458;109;Lambasel;Lambaseli
527;109;Lambastekkur;Lambastekk
528;109;Látrasel;Látraseli
529;109;Leirubakki;Leirubakka
530;109;Lindarsel;Lindarseli
531;109;Ljárskógar;Ljárskógum
532;109;Lækjarsel;Lækjarseli
533;109;Maríubakki;Maríubakka
534;109;Melsel;Melseli
535;109;Mýrarsel;Mýrarseli
536;109;Núpabakki;Núpabakka
22408;109;Ósabakki;Ósabakka
538;109;Prestbakki;Prestbakka
539;109;Rangársel;Rangárseli
540;109;Raufarsel;Raufarseli
541;109;Réttarbakki;Réttarbakka
542;109;Réttarsel;Réttarseli
543;109;Seljabraut;Seljabraut
544;109;Síðusel;Síðuseli
545;109;Skagasel;Skagaseli
546;109;Skógarsel;Skógarseli
547;109;Skriðusel;Skriðuseli
548;109;Skriðustekkur;Skriðustekk
549;109;Staðarbakki;Staðarbakka
550;109;Staðarsel;Staðarseli
551;109;Stafnasel;Stafnaseli
552;109;Stallasel;Stallaseli
553;109;Stapasel;Stapaseli
554;109;Steinasel;Steinaseli
555;109;Stekkjarbakki;Stekkjarbakka
556;109;Stekkjarsel;Stekkjarseli
557;109;Stíflusel;Stífluseli
558;109;Strandasel;Strandaseli
559;109;Strýtusel;Strýtuseli
560;109;Stuðlasel;Stuðlaseli
561;109;Teigasel;Teigaseli
562;109;Tindasel;Tindaseli
563;109;Tjarnarsel;Tjarnarseli
564;109;Tungubakki;Tungubakka
565;109;Tungusel;Tunguseli
566;109;Urðarbakki;Urðarbakka
567;109;Urðarstekkur;Urðarstekk
568;109;Vaðlasel;Vaðlaseli
569;109;Vaglasel;Vaglaseli
570;109;Vatnasel;Vatnaseli
21139;109;Vatnsveituvegur;Vatnsveituvegi
571;109;Víkurbakki;Víkurbakka
572;109;Vogasel;Vogaseli
573;109;Ystasel;Ystaseli
574;109;Þangbakki;Þangbakka
575;109;Þarabakki;Þarabakka
576;109;Þingasel;Þingaseli
577;109;Þjóttusel;Þjóttuseli
578;109;Þrándarsel;Þrándarseli
579;109;Þúfusel;Þúfuseli
580;109;Þverársel;Þverárseli
581;109;Þönglabakki;Þönglabakka
582;109;Öldusel;Ölduseli
24149;110;Axarhöfði;Axarhöfða
583;110;Álakvísl;Álakvísl
584;110;Árbæjarblettur;Árbæjarbletti
585;110;Árkvörn;Árkvörn
22867;110;Ártún;Ártúni
725;110;Ártúnshöfði;Ártúnshöfða
23465;110;Árvað;Árvaði
23688;110;Bakkakot;Bakkakoti
22415;110;Bakki í Hólmslandi v/ Suðurlandsveg;Bakka í Hólmslandi v/ Suðurlandsveg
23339;110;Baldurshagi;Baldurshaga
21058;110;Básbryggja;Básbryggju
586;110;Birtingakvísl;Birtingakvísl
587;110;Bitruháls;Bitruhálsi
21083;110;Bíldshöfði;Bíldshöfða
23466;110;Bjallavað;Bjallavaði
588;110;Bleikjukvísl;Bleikjukvísl
589;110;Brautarás;Brautarási
23752;110;Breiðavað;Breiðavaði
732;110;Breiðhöfði;Breiðhöfða
24049;110;Brekknaás;Brekknaási
590;110;Brekkubær;Brekkubæ
591;110;Brúarás;Brúarási
22334;110;Bryggjugarður;Bryggjugarð
592;110;Bröndukvísl;Bröndukvísl
23463;110;Bugða;Bugða
23467;110;Búðavað;Búðavaði
23020;110;Bæjarháls;Bæjarhálsi
593;110;Deildarás;Deildarási
594;110;Dísarás;Dísarási
595;110;Dragháls;Draghálsi
742;110;Dvergshöfði;Dvergshöfða
744;110;Eirhöfði;Eirhöfða
745;110;Eldshöfði;Eldshöfða
23461;110;Elliðabraut;Elliðabraut
23468;110;Elliðavað;Elliðavaði
23272;110;Elliðavatn;Elliðavatni
596;110;Elliðavatnshverfi;Elliðavatnshverfi
597;110;Eyktarás;Eyktarási
598;110;Fagribær;Fagrabæ
23551;110;Faxaból;Faxabóli
23469;110;Ferjuvað;Ferjuvaði
599;110;Fiskakvísl;Fiskakvísl
600;110;Fjarðarás;Fjarðarási
601;110;Fossháls;Fosshálsi
754;110;Funahöfði;Funahöfða
603;110;Fylkisvegur;Fylkisvegi
604;110;Glæsibær;Glæsibæ
605;110;Grjótháls;Grjóthálsi
606;110;Grundarás;Grundarási
607;110;Grundarhvarf;Grundarhvarfi
766;110;Hamarshöfði;Hamarshöfða
608;110;Hábær;Hábæ
