Lykill;Póstnúmer;Heiti_nf;Heiti_thgf
2495;310;Hrafnaklettur;Hrafnakletti
2497;310;Höfðaholt;Höfðaholti
24670;310;Kárastaðaland;Kárastaðalandi
2499;310;Kárastaðir;Kárastöðum
2500;310;Kjartansgata;Kjartansgötu
2501;310;Klettaborg;Klettaborg
2502;310;Klettavík;Klettavík
2504;310;Kveldúlfsgata;Kveldúlfsgötu
22962;310;Kvíaholt;Kvíaholti
24221;310;Langahlíð;Lönguhlíð
2511;310;Mávaklettur;Mávakletti
2515;310;Réttarholt;Réttarholti
2516;310;Skallagrímsgata;Skallagrímsgötu
2518;310;Skúlagata;Skúlagötu
2519;310;Sólbakki;Sólbakka
24120;310;Stekkjarholt;Stekkjarholti
23693;310;Stöðulsholt;Stöðulsholti
2521;310;Súluklettur;Súlukletti
2522;310;Svöluklettur;Svölukletti
2523;310;Sæunnargata;Sæunnargötu
24136;310;Ugluklettur;Uglukletti
23739;310;Vallarás;Vallarási
2892;310;Vindás;Vindási
2524;310;Þorsteinsgata;Þorsteinsgötu
2525;310;Þórðargata;Þórðargötu
2526;310;Þórólfsgata;Þórólfsgötu
2527;310;Þórunnargata;Þórunnargötu
2907;311;Akrar I;Ökrum I
2908;311;Akrar II;Ökrum II
2529;311;Akrar III;Ökrum III
2533;311;Andakílshreppur;Andakílshreppi
2534;311;Andakílsvirkjun;Andakílsvirkjun
24077;311;Arnarflöt;Arnarflötum
2535;311;Arnarholt;Arnarholti
2536;311;Arnarstapi;Arnarstapa
2537;311;Arnbjargarlækur;Arnbjargarlæk
24604;311;Arnbjörg;Arnbjörg
2538;311;Arnheiðarstaðir;Arnheiðarstöðum
2539;311;Arnþórsholt;Arnþórsholti
2540;311;Auðsstaðir;Auðsstöðum
2541;311;Ausa;Ausu
2542;311;Álfhóll;Álfhóli
2543;311;Álftanes;Álftanesi
2544;311;Álftá;Álftá
2545;311;Álftárbakki;Álftárbakka
2546;311;Álftárós;Álftárósi
2547;311;Álftártunga;Álftártungu
2548;311;Álftártungukot;Álftártungukoti
2549;311;Ánabrekka;Ánabrekku
2550;311;Ánastaðir;Ánastöðum
2551;311;Árbakki;Árbakka
2552;311;Árdalur;Árdal
24609;311;Árnes;Árnesi
2555;311;Ás;Ási
24523;311;Ásar;Ásum
2553;311;Ásbjarnarstaðir;Ásbjarnarstöðum
2554;311;Ásbrún;Ásbrún
23146;311;Ásgarður;Ásgarði
2556;311;Ásvegur;Ásvegi
22914;311;Bakkakot;Bakkakot
2557;311;Bakkakot I;Bakkakoti I
2558;311;Bakkakot II;Bakkakoti II
24520;311;Baula;Baulu
2559;311;Báreksstaðir;Báreksstöðum
21978;311;Bárustaðir;Bárustöðum
2560;311;Beigaldi;Beigalda
2561;311;Berg;Bergi
22966;311;Bifröst;Bifröst
22213;311;Bifröst Bakkakot;Bifröst Bakkakoti
22214;311;Bifröst Bollakot;Bifröst Bollakoti
22215;311;Bifröst Hraunkot;Bifröst Hraunkoti
22476;311;Bifröst Steinkot;Bifröst Steinkoti
22216;311;Bifröst Urðarkot;Bifröst Urðarkoti
2563;311;Birkiból;Birkibóli
2564;311;Birkihlíð;Birkihlíð
23680;311;Birkimelur;Birkimel
22673;311;Birkimói;Birkimóa
2566;311;Bjarg;Bjargi
2565;311;Bjargarstein;Bjargarsteini
23185;311;Bjarkarhraun;Bjarkarhrauni
2567;311;Bjarnastaðir;Bjarnastöðum
22872;311;Bollakot ;Bollakoti
2568;311;Borg;Borg
24625;311;Borg á Mýrum;Borg á Mýrum
2570;311;Borgarholt;Borgarholti
2571;311;Borgarhreppur;Borgarhreppi
24431;311;Borgarstígur;Borgarstíg
2572;311;Borgarvík;Borgarvík
23374;311;Borgir;Borgum
2573;311;Bóndhóll;Bóndhóli
2575;311;Brautartunga;Brautartungu
23123;311;Breiðablik;Breiðabliki
2576;311;Brekka;Brekku
23073;311;Brekkuland;Brekkulandi
2578;311;Brenna;Brennu
2577;311;Brennistaðir;Brennistöðum
2579;311;Brúarfoss;Brúarfossi
2580;311;Brúarhraun;Brúarhrauni
21980;311;Brúarland I;Brúarlandi I
2581;311;Brúarland II;Brúarlandi II
2582;311;Brúarreykir;Brúarreykjum
24524;311;BSRB Munaðarnes;BSRB Munaðarnesi
2583;311;Búrfell;Búrfelli
2586;311;Bæheimar;Bæheimum
24606;311;Bæjarstígur;Bæjarstíg
2587;311;Bæjarsveit;Bæjarsveit
2588;311;Bændaskólinn Hvanneyri;Bændaskólanum Hvanneyri
2584;311;Bær;Bæ
2585;311;Bær II;Bæ II
2590;311;Dagverðarnes;Dagverðarnesi
2593;311;Dalsmynni;Dalsmynni
2594;311;Dalsmynni II;Dalsmynni II
2591;311;Dalur;Dal
2592;311;Dalur II;Dal II
2595;311;Deildartunga;Deildartungu
2597;311;Dýrastaðir;Dýrastöðum
2598;311;Efra-Nes;Efra-Nesi
2599;311;Efri-Hreppur;Efri-Hrepp
2600;311;Eiðhús;Eiðhúsum
2601;311;Einarsnes;Einarsnesi
2485;311;Einholt;Einholtum
21981;311;Einifell;Einifelli
22903;311;Einihraun;Einihrauni
2602;311;Eskiholt I;Eskiholti I
2603;311;Eskiholt II;Eskiholti II
2604;311;Eyja- og Miklaholtshreppur;Eyja- og Miklaholtshreppi
2605;311;Eyri;Eyri
2607;311;Fáskrúðarbakki;Fáskrúðarbakka
24607;311;Fell;Felli
2608;311;Ferjubakki;Ferjubakka
2609;311;Ferjubakki II;Ferjubakka II
2610;311;Ferjubakki IV;Ferjubakka IV
2611;311;Ferjukot;Ferjukoti
21982;311;Fitjar;Fitjum
2613;311;Fífusund;Fífusundi
2612;311;Fílholt;Fíflholtum
2614;311;Flesjustaðir;Flesjustöðum
2615;311;Flóðatangi;Flóðatanga
2616;311;Fossatún;Fossatúni
24525;311;Furumelur;Furumel
2617;311;Galtarholt;Galtarholti
2618;311;Galtarholt I;Galtarholti I
21986;311;Gamla sksth Hvanneyri;Gamla sksth Hvanneyri
2619;311;Gerðuberg;Gerðubergi
2620;311;Giljahlíð;Giljahlíð
2621;311;Giljar;Giljum
2622;311;Gilsbakki;Gilsbakka
2623;311;Gilsbakki I;Gilsbakka I
2624;311;Gilsbakki II;Gilsbakka II
2625;311;Gilstreymi;Gilstreymi
2626;311;Glitstaðir;Glitstöðum
2627;311;Gljúfurá;Gljúfurá
2629;311;Grenihlíð;Grenihlíð
2630;311;Grenjar;Grenjum
2631;311;Grímarsstaðir;Grímarsstöðum
2632;311;Grímsstaðir;Grímsstöðum
2634;311;Grjót;Grjóti
2633;311;Grjóteyri;Grjóteyri
2635;311;Grund;Grund
2636;311;Gröf;Gröf
2637;311;Guðnabakki;Guðnabakka
2638;311;Gullberastaðir;Gullberastöðum
2639;311;Gunnlaugsstaðir;Gunnlaugsstöðum
2641;311;Hafþórsstaðir;Hafþórsstöðum
2642;311;Hagatún;Hagatúni
2643;311;Hallkelsstaðahlíð;Hallkelsstaðahlíð
2644;311;Hallkelsstaðir;Hallkelsstöðum
2646;311;Hamar;Hamri
2645;311;Hamraendar;Hamraendum
23560;311;Hamragarðar;Hamragörðum
2704;311;Hamrar;Hömrum
2647;311;Haugar;Haugum
2648;311;Haukagil;Haukagili
2649;311;Haukatunga;Haukatungu
2492;311;Haukatunga syðri II;Haukatungu syðri II
2650;311;Hausthús;Hausthúsum
2651;311;Háafell;Háafelli
2652;311;Háhóll;Háhóli
2653;311;Hálsar;Hálsum
2654;311;Háreksstaðir;Háreksstöðum
2655;311;Hátún;Hátúni
2656;311;Heggsstaðir;Heggsstöðum
24613;311;Heggstaðir I;Heggstöðum I
24614;311;Heggstaðir II;Heggstöðum II
2657;311;Helgastaðir;Helgastöðum
2658;311;Helgavatn;Helgavatni
2659;311;Hellubær;Hellum
24610;311;Hellur I;Hellur I
24611;311;Hellur II;Hellur II
2660;311;Hestur;Hesti
2661;311;Hítará;Hítará
2662;311;Hítardalur;Hítardal
2663;311;Hítarnes;Hítarnesi
2664;311;Hítarneskot;Hítarneskoti
2665;311;Hjarðarfell;Hjarðarfelli
2666;311;Hjarðarholt;Hjarðarholti
22703;311;Hlégarður;Hlégarði
24831;311;Hlíðarklettur;Hlíðarkletti
2667;311;Hlöðutún;Hlöðutúni
2668;311;Hofsstaðir;Hofsstöðum
2669;311;Hofsstaðir II;Hofsstöðum II
23124;311;Hofstaðir;Hofstöðum
2670;311;Holt;Holti
23608;311;Horn;Horni
2671;311;Hóll;Hóli
2672;311;Hólmakot;Hólmakoti
24764;311;Hótel Brú;Hótel Brú
2674;311;Hrafnkelsstaðir;Hrafnkelsstöðum
2676;311;Hraunás;Hraunsási
23540;311;Hraunbrún;Hraunbrún
21987;311;Hraunbær;Hraunbæ
2675;311;Hraunholt;Hraunholtum
23155;311;Hraunkot;Hraunkoti
2677;311;Hraunsmúli;Hraunsmúla
2678;311;Hraunsnef;Hraunsnefi
2679;311;Hrauntún;Hrauntúni
23561;311;Hraunvé;Hraunvéum
2680;311;Hreðavatn;Hreðavatni
21989;311;Hreðavatnsskáli;Hreðavatnsskála
2681;311;Hreimsstaðir;Hreimsstöðum
2682;311;Hrísdalur;Hrísdal
24680;311;Hrísnes;Hrísnesi
2684;311;Hrossholt;Hrossholti
2685;311;Hrútsholt;Hrútsholti
2686;311;Hundastapi;Hundastapa
2687;311;Hurðarbak;Hurðarbaki
2688;311;Húsafell;Húsafelli
2689;311;Húsafell II;Húsafelli II
21991;311;Hvalseyjar;Hvalseyjum
2690;311;Hvammur;Hvammi
2691;311;Hvannatún;Hvannatúni
23181;311;Hvanneyrarbraut;Hvanneyrabraut
21993;311;Hvanneyrargata;Hvanneyrargötu
2692;311;Hvanneyri;Hvanneyri
2693;311;Hvassafell;Hvassafelli
2694;311;Hvassafell II;Hvassafelli II
2695;311;Hvítárbakki;Hvítárbakka
2696;311;Hvítárbakki III;Hvítárbakka III
2697;311;Hvítárvellir;Hvítárvöllum
2698;311;Hvítárvöllur II;Hvítárvöllum II
2699;311;Hýrumel;Hýrumel
2700;311;Hægindi;Hægindi
2701;311;Höfði;Höfða
2702;311;Högnastaðir;Högnastöðum
2703;311;Höll;Höll
22702;311;Hömluholt;Hömluholti
24519;311;Iðja;Iðju
2705;311;Iðunnarstaðir;Iðunnarstöðum
2706;311;Indriðastaðir;Indriðastöðum
2707;311;Innri-Skeljabrekka;Innri-Skeljabrekku
2708;311;Jaðar;Jaðri
22654;311;Jaðarsel;Jaðarseli
2709;311;Jafnaskarð;Jafnaskarði
2710;311;Jarðlangsstaðir;Jarðlangsstöðum
2712;311;Jörfi;Jörfa
2713;311;Kaðalstaðir I;Kaðalstöðum I
2714;311;Kaðalstaðir II;Kaðalstöðum II
2715;311;Kaldárbakki;Kaldárbakka
2716;311;Kimi;Kima
2717;311;Kirkjuból;Kirkjubóli
2718;311;Kistufell;Kistufelli
2719;311;Kjalvararstaðir;Kjalvararstöðum
23768;311;Klapparholt;Klapparholti
2721;311;Kleppjárnsreykir;Kleppjárnsreykjum
2722;311;Klettstía;Klettstíu
2723;311;Knarrarnes;Knarrarnesi
2724;311;Kolbeinsstaðir;Kolbeinsstöðum
2725;311;Kolviðarnes;Kolviðarnesi
2726;311;Kópareykir;Kópareykjum
2727;311;Kópareykir II;Kópareykjum II
2729;311;Kross;Krossi
2728;311;Krossholt;Krossholti
2730;311;Krossnes;Krossnesi
2731;311;Krókur;Króki
2732;311;Kvistás;Kvistási
2733;311;Kvistur;Kvisti
23614;311;Kvíaholt;Kvíaholti
2736;311;Kvíar I;Kvíum I
2737;311;Kvíar II;Kvíum II
2734;311;Kvígsstaðir;Kvígsstöðum
2735;311;Kvíslhöfði;Kvíslhöfða
24714;311;Lambakrókssund;Lambakrókssundi
23787;311;Lambalækur;Lambalæki
2738;311;Lambastaðir;Lambastöðum
2739;311;Langá;Langá
2740;311;Langárfoss;Langárfossi
2741;311;Langholt;Langholti
22229;311;Laufás;Laufási
22861;311;Laufskálar;Laufskálum
2742;311;Laufskáli I;Laufskálum I
2743;311;Laufskáli II;Laufskálum II
2744;311;Laugabúð;Laugabúð
21997;311;Laugagerði;Laugagerði
2745;311;Laugagerðisskóli;Laugagerðisskóla
2746;311;Laugaland;Laugalandi
2747;311;Laugaland I;Laugalandi I
2748;311;Laugarás;Laugarási
2749;311;Laugarbær;Laugarbæ
2750;311;Laugarholt;Laugarholti
2751;311;Laugarteigur I;Laugarteigi I
23071;311;Laugarteigur II;Laugarteigi II
2752;311;Laugarvellir;Laugarvöllum
2506;311;Laugateigur I;Laugateigi I
2753;311;Laxárholt;Laxárholti
2755;311;Laxfoss;Laxfossi
2756;311;Laxholt;Laxholti
21998;311;Lágafell-Syðra;Lágafelli-Syðra
22000;311;Leirulækjarsel;Leirulækjarseli
2507;311;Leirulækjarsel I;Leirulækjarseli I
2758;311;Leirulækjarsel II;Leirulækjarseli II
2757;311;Leirulækur;Leirulæk
2759;311;Lindarbær;Lindarbæ
23655;311;Lindarholt;Lindarholti
23618;311;Lindarholt II;Lindarholti II
2760;311;Lindarhvoll;Lindarhvoli
24837;311;Litla Hraun;Litla Hrauni
2761;311;Litla-Berg;Litla-Bergi
2763;311;Litla-Brekka;Litlu-Brekku
22003;311;Litla-Drageyri;Litlu-Drageyri
2764;311;Litla-Gröf;Litlu-Gröf
22001;311;Litla-Skarð;Litla-Skarði
23032;311;Litli Hvammur;Litla Hvammi
2762;311;Litli-Kroppur;Litla-Kroppi
22642;311;Litli-Teigur;Litla-Teig
2765;311;Logaland;Logalandi
24314;311;Lóuflöt;Lóuflöt
2769;311;Lundar;Lundum
2766;311;Lundarhólmur;Lundarhólmi
2767;311;Lundur;Lundi
2768;311;Lundur II;Lundi II
23515;311;Lyngás;Lyngási
2771;311;Lynghagi;Lynghaga
22004;311;Lækjamót;Lækjamótum
24405;311;Lækjarbrekka ;Lækjarbrekku
22007;311;Lækjarbugur;Lækjarbugi
2510;311;Lækjarbugur II;Lækjarbug II
2773;311;Lækjarkot;Lækjarkoti
2774;311;Lækjartún;Lækjartúni
2776;311;Melgerði;Melgerði
24752;311;Meltún;Meltúni
2775;311;Melur;Mel
2777;311;Mið-Fossar;Mið-Fossum
2779;311;Miðgarðar;Miðgörðum
2778;311;Miðgarður;Miðgarði
24605;311;Miðholt;Miðholti
22009;311;Miðhraun;Miðhrauni
2780;311;Miðhraun I;Miðhrauni I
2781;311;Miðhraun II;Miðhrauni II
2782;311;Miðhraun IV;Miðhrauni IV
2783;311;Miðhús;Miðhúsum
2784;311;Miðtún;Miðtúni
2785;311;Miklaholt;Miklaholti
2786;311;Miklaholt II;Miklaholti II
2787;311;Miklaholtssel;Miklaholtsseli
2788;311;Miklaholtssel II;Miklaholtsseli II
2789;311;Miklholt;Miklholti
2790;311;Minni-Borg;Minni-Borg
22477;311;Minniborg;Minniborg
2791;311;Mófellsstaðakot;Mófellsstaðakoti
2792;311;Mófellsstaðir;Mófellsstöðum
2793;311;Munaðarnes;Munaðarnesi
2794;311;Múlakot;Múlakoti
23125;311;Mýrar ;Mýrum
2795;311;Mýrdalur;Mýrdal
2796;311;Mýrdalur II;Mýrdal II
2798;311;Neðra-Nes;Neðra-Nesi
2797;311;Neðri-Hreppur;Neðra-Hreppi
23390;311;Nemendagarðar Bifröst;Nemendagörðum Bifröst
2799;311;Nes;Nesi
2800;311;Norðtunga;Norðtungu
2801;311;Norðtunga I;Norðtungu I
2802;311;Norður-Reykir;Norður-Reykjum
2803;311;Nýibær II;Nýjabæ II
22783;311;Nýjabæ;Nýjabæ
2804;311;Oddsstaðir;Oddsstöðum
2805;311;Oddstaðir I;Oddsstöðum I
22013;311;Rauðanes;Rauðanesi
2512;311;Rauðanes I;Rauðanesi I
2806;311;Rauðanes II;Rauðanesi II
2807;311;Rauðanes III;Rauðanesi III
2808;311;Rauðkollsstaðir;Rauðkollsstöðum
2809;311;Rauðsgil;Rauðsgili
22017;311;Ráðgarður;Ráðgarði
24608;311;Refsholt;Refsholti
2810;311;Refsstaðir;Refsstöðum
2811;311;Reitur;Reiti
2812;311;Reykholt;Reykholti
2813;311;Reykholtsdalur;Reykholtsdal
2814;311;Reykir;Reykjum
2562;311;Reynihraun;Reynihrauni
24379;311;Reynimelur;Reynimelur
2815;311;Runnar;Runnum
2816;311;Samtún;Samtúni
2817;311;Samvinnuháskólinn;Samvinnuháskólanum
2818;311;Sámsstaðir;Sámsstöðum
24432;311;Selborgir;Selborgum
2819;311;Sigmundarstaðir;Sigmundarstöðum
2820;311;Signýjarstaðir;Signýjarstöðum
2821;311;Sigtún;Sigtúni
2823;311;Síðumúlaveggir;Síðumúlaveggjum
2822;311;Síðumúli;Síðumúla
23957;311;Sjónarhóll;Sjónarhóli
2824;311;Skarð 1;Skarði 1
2825;311;Skarðshamrar;Skarðshömrum
2826;311;Skálpastaðir;Skálpastöðum
2827;311;Skálpastaðir II;Skálpastöðum II
2828;311;Skáney;Skáney
2829;311;Skáneyjarbunga;Skáneyjarbungu
22784;311;Skeljabrekka;Skeljabrekku
2830;311;Skiphylur;Skiphyl
24227;311;Skíðsholt;Skíðsholti
2831;311;Skjálg;Skjálg
22019;311;Skjólbrekka;Skjólbrekku
23191;311;Skógarkot;Skógarkoti
23389;311;Skógarsel;Skógarseli
23186;311;Skólaflöt;Skólaflötum
2833;311;Sleggjulækur;Sleggjulæk
24691;311;Smábær;Smábæ
2834;311;Smiðjuhól;Smiðjuhóli
2835;311;Snartarstaðir;Snartarstöðum
22022;311;Snorrastaðir I;Snorrastöðum I
2836;311;Snorrastaðir II;Snorrastöðum II
2837;311;Snældubeinsstaðir;Snældubeinsstöðum
2838;311;Sólbakki;Sólbakka
22231;311;Sólgarðar;Sólgörðum
22900;311;Sólgarður;Sólgarði
2839;311;Sólheimatunga I;Sólheimatungu I
2840;311;Sólheimatunga II;Sólheimatungu II
23559;311;Sóltún;Sóltúni
2841;311;Sólvangur;Sólvangi
22024;311;Staðarhóll Hvanneyri;Staðarhóli Hvanneyri
2842;311;Staðarhraun;Staðarhrauni
2843;311;Staðarhús;Staðarhúsum
24511;311;Staður;Staður
2844;311;Stafholt;Stafholti
2845;311;Stafholtsey;Stafholtsey
2846;311;Stafholtsveggir;Stafholtsveggjum
2847;311;Stakkhamar;Stakkhamri
2848;311;Stangarholt;Stangarholti
24151;311;Steinahlíð;Steinahlíð
2849;311;Steinar 1;Steinum 1
2850;311;Steinar II;Steinum II
23260;311;Steinkot;Steinkoti
2854;311;Stóra-fjall;Stóra-fjalli
2852;311;Stóra-Hraun;Stóra-Hrauni
2855;311;Stóra-Þúfa;Stóru-Þúfu
24560;311;Stóri Krókur;Stóra Króki
2851;311;Stóri-Ás;Stóra-Ási
25010;311;Stóri-Kálfalækur I;Stóra-Kálfalæk I
2853;311;Stóri-Kálfalækur II;Stóra-Kálfalæk II
23633;311;Stóri-Kroppur;Stóra-Kroppi
2857;311;Straumfjarðartunga;Straumfjarðartungu
2856;311;Straumfjörður;Straumfirði
2858;311;Sturlu-Reykir II;Sturlu-Reykjum II
2520;311;Sturlu-Reykjir III;Sturlu-Reykjum III
23031;311;Stöðlakot;Stöðlakoti
2859;311;Svarfhóll;Svarfhóli
2860;311;Svartagil;Svartagili
2861;311;Sveinatunga;Sveinatungu
2862;311;Sveinsstaðir;Sveinsstöðum
2863;311;Svignaskarð;Svignaskarði
2864;311;Syðra Lágafell;Syðra Lágafelli
2832;311;Syðra Skógarnes;Syðra Skógarnesi
2865;311;Syðra-Lágafell;Syðra-Lágafelli
22026;311;Syðra-Skógarnes;Syðra-Skógarnesi
2866;311;Syðri-Haukatunga II;Syðri-Haukatungu II
2867;311;Syðri-Rauðamel;Syðri-Rauðamel
2868;311;Syðstu-Fossar;Syðstu-Fossum
2869;311;Syðstu-Garðar;Syðstu-Görðum
22027;311;Söðulsholt;Söðulsholti
22028;311;Tómasarhagi;Tómasarhaga
2872;311;Traðir;Tröðum
2871;311;Tröð;Tröð
2873;311;Tungufell;Tungufelli
2874;311;Tungulækur;Tungulæk
2875;311;Tún;Túni
22029;311;Túngata;Túngötu
2876;311;Túnsberg;Túnsbergi
24066;311;Ullarskarðssund;Ullarskarðssundi
2877;311;Uppsalir;Uppsölum
22762;311;Urðarkot;Urðarkoti
2878;311;Urriðaá;Urriðaá
2880;311;Úlfsstaðir II;Úlfsstöðum II
2879;311;Úlfstaðir I;Úlfsstöðum I
23195;311;Útgarður;Útgarði
22030;311;Valbjarnarvellir;Valbjarnarvöllum
2882;311;Valbjarnarvellir I;Valbjarnarvöllum I
22765;311;Vallarkot;Vallarkoti
2883;311;Valshamar;Valshamri
2884;311;Valsholt;Valsholti
24283;311;Varmabrekka;Varmabrekku
2885;311;Varmaland;Varmalandi
2886;311;Varmalandsskóli;Varmalandsskóla
2887;311;Varmalækur;Varmalæk
24634;311;Vatnsendahlíð;Vatnsendahlíð
2888;311;Vatnsendi;Vatnsenda
2889;311;Vatnshamrar;Vatnshömrum
2890;311;Vegamót;Vegamótum
22033;311;Vesturás Hvanneyri;Vesturási Hvanneyri
23683;311;Vé;Véum
24612;311;Vélabær;Vélabær
2891;311;Vilmundarstaðir;Vilmundarstöðum
22741;311;Víðihraun;Víðihrauni
2893;311;Vogalækur;Vogalæk
2894;311;Vogur;Vogi
2895;311;Ystu-Garðar;Ystu-Görðum
2896;311;Ytra-Lágafell;Ytra-Lágafelli
2897;311;Ytri-Skeljabrekka;Ytri-Skeljabrekku
2898;311;Þorgautsstaðir;Þorgautsstöðum
2899;311;Þorvaldsstaðir;Þorvaldsstöðum
2900;311;Þórðarhöfði;Þórðarhöfða
22034;311;Þursstaðir;Þursstöðum
2528;311;Þursstaðir I;Þursstöðum I
2901;311;Þurstaðir II;Þursstöðum II
2902;311;Þverá;Þverá
2904;311;Þverfell;Þverfelli
2905;311;Þverfell II;Þverfelli II
2906;311;Þverholt;Þverholtum
22478;311;Ölvaldsstaðir;Ölvaldsstöðum
2909;311;Ölvaldsstaðir I;Ölvaldsstöðum I
2910;311;Ölvaldsstaðir II;Ölvaldsstöðum II
2911;311;Ölvaldsstaðir IV;Ölvaldsstöðum IV
2912;311;Örnólfsdalur;Örnólfsdal
2531;320;Akurgerði;Akurgerði
22036;320;Arnheiðarstaðir;Arnheiðarstöðum
22037;320;Auðsstaðir;Auðsstöðum
2913;320;Augastaðir;Augastöðum
23676;320;Álfaskjól;Álfaskjóli
2914;320;Árberg;Árbergi
2915;320;Árberg II;Árbergi II
2916;320;Ásgarður;Ásgarði
22038;320;Berg;Bergi
2917;320;Birkihlíð;Birkihlíð
2918;320;Bjarnastaðir;Bjarnastöðum
2919;320;Björk;Björk
23568;320;Braut;Braut
2920;320;Breiðabólsstaður;Breiðabólsstað
2921;320;Breiðagerði;Breiðagerði
24527;320;Brekkuhvammur;Brekkuhvammi
2922;320;Brekkukot;Brekkukoti
2923;320;Brennistaðir;Brennistöðum
2924;320;Brúsholt;Brúsholti
22040;320;Búrfell;Búrfelli
23725;320;Dalur;Dali
2925;320;Deildartunga;Deildartungu
2926;320;Deildartunga I;Deildartungu I
2927;320;Deildartunga II;Deildartungu II
24809;320;Fell;Felli
24812;320;Fell I;Felli I
24813;320;Fell II;Fell II
2929;320;Fljótstunga;Fljótstungu
24827;320;Flóðatangi;Flóðatanga
2930;320;Flókadalur;Flókadal
24579;320;Fosshótel;Fosshótel
2931;320;Fróðastaðir;Fróðastöðum
2932;320;Furugrund;Furugrund
2933;320;Geirshlíð;Geirshlíð
2934;320;Giljahlíð;Giljahlíð
22042;320;Giljar;Giljum
22044;320;Gilsbakki;Gilsbakka
2935;320;Grímsstaðir;Grímsstöðum
2936;320;Grímsstaðir II;Grímsstöðum II
24428;320;Gróf ;Gróf 
22045;320;Hallkelsstaðir;Hallkelsstöðum
23815;320;Hallveigartröð;Hallveigartröð
2945;320;Hamrar;Hömrum
2937;320;Haukagil;Haukagili
22047;320;Háafell;Háafelli
22049;320;Hátún;Hátúni
2938;320;Hellubær;Hellubæ
24618;320;Hlíð;Hlíð
24616;320;Hnoðraból;Hnoðrabóli
2939;320;Hofsstaðir;Hofsstöðum
2940;320;Hóll;Hóli
22050;320;Hraunsás;Hraunsási
2941;320;Hrísar;Hrísum
2942;320;Hurðarbak;Hurðarbaki
2943;320;Húsafell;Húsafelli
22052;320;Hvammur;Hvammi
22054;320;Hýrumel;Hýrumel
22055;320;Hægindi;Hægindi
2944;320;Hæll;Hæli
24621;320;Hönnubúð;Hönnubúð
24828;320;Iðja;Iðju
2946;320;Kalmanstunga I;Kalmanstungu I
2947;320;Kalmanstunga II;Kalmanstungu II
22056;320;Kirkjuból;Kirkjubóli
22058;320;Kjalvararstaðir;Kjalvararstöðum
2949;320;Kleppjárnsreykir;Kleppjárnsreykjum
2948;320;Kleppjárnsreykjaskóli;Kleppjárnsreykjaskóla
2950;320;Klettur;Kletti
2951;320;Klöpp;Klöpp
2952;320;Kollslækur;Kollslæk
22060;320;Kópareykir;Kópareykjum
22062;320;Kvistur;Kvisti
22063;320;Laugarvellir;Laugarvöllum
22064;320;Laxeyri;Laxeyri
24529;320;Lindarbær;Lindarbæ
23228;320;Litla-Berg;Litla-Bergi
2953;320;Litli-Hvammur;Litla-Hvammi
24617;320;Lyngholt;Lyngholti
24830;320;Munaðarnes;Munaðarnesi
2954;320;Múlastaðir;Múlastöðum
22947;320;Mýrar;Mýrum
2955;320;Nes;Nesi
22065;320;Norður-Reykir;Norður-Reykjum
24528;320;Prestshús;Prestshúsi
22067;320;Rauðsgil;Rauðsgili
22069;320;Refsstaðir;Refsstöðum
24622;320;Reitur;Reiti
2956;320;Reykholt;Reykholti
2957;320;Runnar;Runnum
22073;320;Samtún;Samtúni
22076;320;Sámsstaðir;Sámsstöðum
22077;320;Sigmundarstaðir;Sigmundarstöðum
22079;320;Signýjarstaðir;Signýjarstöðum
24191;320;Signýjarstaðir II;Signýjarstöðum II
22080;320;Síðumúli;Síðumúla
22081;320;Skáney;Skáney
2958;320;Skrúður;Skrúði
24615;320;Smátún;Smátúni
22738;320;Smiðjuholt;Smiðjuholti
24619;320;Snorrastofa;Snorrastofu
22083;320;Snældubeinsstaðir;Snældubeinsstöðum
2959;320;Sólbyrgi;Sólbyrgi
24829;320;Sólheimatunga;Sólheimatungu
2960;320;Steðji;Steðja
2961;320;Steindórsstaðir;Steindórsstöðum
2962;320;Stóri-Ás;Stóra-Ási
2963;320;Stóri-Kroppur;Stóra-Kroppi
2964;320;Stróri-Kroppsflugvöllur;Stóra-Kroppsflugvelli
2965;320;SturluReykir;SturluReykjum
24568;320;Tún;Túni
22085;320;Uppsalir;Uppsölum
22088;320;Úlfsstaðir;Úlfsstöðum
2966;320;Útgarður;Útgarði
24620;320;Varmaland;Varmalandi
24091;320;Vegbitinn;Vegbitinn
24289;320;Vé;Véum
22091;320;Vilmundarstaðir;Vilmundarstöðum
2967;320;Víðigerði;Víðigerði
22093;320;Þorgautsstaðir;Þorgautsstöðum
22094;320;Þorvaldsstaðir;Þorvaldsstöðum
23794;320;Þórishús;Þórishúsi
2968;320;Þórshamar;Þórshamri
2969;340;Aðalgata;Aðalgötu
2970;340;Arnarstaðir;Arnarstöðum
2971;340;Austurgata;Austurgötu
2972;340;Árnatún;Árnatúni
2973;340;Áskinn;Áskinn
2974;340;Ásklif;Ásklifi
23742;340;Birkilundur;Birkilundi
2977;340;Bjarnarhöfn;Bjarnarhöfn
24601;340;Bjarnarhöfn I;Bjarnarhöfn I
24602;340;Bjarnarhöfn II;Bjarnarhöfn II
24435;340;Borg;Skúlagata 21
2978;340;Borgaland;Borgalandi
2979;340;Borgarbraut;Borgarbraut
2980;340;Borgarflöt;Borgarflöt
23708;340;Borgarhlíð;Borgarhlíð
2981;340;Borgarland;Borgarlandi
